监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2021-01-03 00:00:00,1.6,8.425,3.33,1.3545,0.0825,9.96,11.6
2021-01-03 04:00:00,1.55,8.38,3.635,1.6555,0.1075,10.405,11.265
2021-01-03 08:00:00,1.6,8.36,3.72,1.7055,0.11,11.025,11.045
2021-01-03 12:00:00,1.95,8.39,3.745,1.5795,0.1025,10.2,11.685
2021-01-03 16:00:00,2.3,8.44,3.57,1.409,0.099,9.875,12.14
2021-01-03 20:00:00,1.85,8.4,3.945,1.7105,0.128,10.215,11.115
2021-01-04 00:00:00,1.7,8.38,4.195,1.701,0.1335,10.1,10.725
2021-01-04 04:00:00,1.55,8.385,3.96,1.5375,0.1295,10.26,10.915
2021-01-04 08:00:00,1.75,8.375,4.09,1.5515,0.1295,10.69,10.96
2021-01-04 12:00:00,2.25,8.4,3.925,1.467,0.1155,9.9,11.79
2021-01-04 16:00:00,0.6,8.55,1.95,1.213,0.028,10.5,12.24
2021-01-04 20:00:00,0.5,8.53,1.89,1.27,0.026,10.49,11.21
2021-01-05 00:00:00,0.5,8.53,1.72,1.089,0.027,10.2,11.15
2021-01-05 04:00:00,0.4,8.51,1.65,0.893,0.025,10.2,11.16
2021-01-05 08:00:00,0.4,8.48,1.94,0.818,0.027,10.37,11.14
2021-01-05 12:00:00,2.5,8.415,3.26,1.03,0.083,9.945,12.15
2021-01-05 16:00:00,2.5,8.465,3.32,0.9825,0.0805,9.805,12.67
2021-01-05 20:00:00,2.05,8.44,3.475,1.079,0.09,10.035,11.825
2021-01-06 00:00:00,1.65,8.415,3.5,1.1035,0.095,9.685,11.485
2021-01-06 04:00:00,1.9,8.4,3.625,1.2415,0.108,9.775,11.36
2021-01-06 08:00:00,1.9,8.405,3.605,1.152,0.1085,9.995,11.47
2021-01-06 12:00:00,2.15,8.425,3.765,0.9295,0.0995,8.925,12.435
2021-01-06 16:00:00,2.15,8.445,4.065,1.1175,0.1035,9.76,12.57
2021-01-06 20:00:00,1.6,8.43,3.89,1.321,0.1165,10.035,11.735
2021-01-07 00:00:00,1.6,8.425,3.96,1.4305,0.129,10.025,11.54
2021-01-07 04:00:00,1.4,8.415,3.865,1.379,0.1145,10.19,11.45
2021-01-07 08:00:00,1.45,8.4,3.95,1.3905,0.112,10.835,11.46
2021-01-07 12:00:00,1.65,8.425,3.9,1.3955,0.1135,10.035,12.43
2021-01-07 16:00:00,1.85,8.44,4.11,1.5405,0.121,10.29,12.56
2021-01-07 20:00:00,1.55,8.41,4.425,1.6435,0.1225,10.46,11.69
2021-01-08 00:00:00,1.5,8.38,4.425,1.6435,0.1225,10.46,11.46
2021-01-08 04:00:00,1.4,8.365,4.445,1.879,0.126,10.675,11.365
2021-01-08 08:00:00,1.35,8.355,4.495,1.84,0.12,11.325,11.325
2021-01-08 12:00:00,1.75,8.395,4.42,1.7135,0.113,10.485,12.41
2021-01-08 16:00:00,1.85,8.445,4.35,1.6085,0.112,10.08,12.745
2021-01-08 20:00:00,1.55,8.415,4.475,1.5955,0.114,10.075,11.83
2021-01-09 00:00:00,1.45,8.385,4.475,1.5955,0.114,10.075,11.505
2021-01-09 04:00:00,1.4,8.37,4.37,1.623,0.122,10.075,11.315
2021-01-09 08:00:00,1.4,8.395,4.33,1.614,0.1165,10.565,11.345
2021-01-09 12:00:00,1.7,8.425,4.36,1.62,0.1175,10.095,12.355
2021-01-09 16:00:00,1.7,8.45,4.31,1.6125,0.116,9.81,12.615
2021-01-09 20:00:00,1.65,8.425,3.945,1.529,0.1135,10.17,11.845
2021-01-10 00:00:00,1.65,8.365,3.945,1.529,0.1135,10.17,11.28
2021-01-10 04:00:00,1.5,8.365,3.755,1.462,0.116,10.42,11.195
2021-01-10 08:00:00,1.4,8.36,3.865,1.501,0.1135,11.135,11.135
2021-01-10 12:00:00,1.55,8.385,3.845,1.594,0.1185,10.655,11.545
2021-01-10 16:00:00,1.5,8.415,3.64,1.483,0.1085,10.43,11.985
2021-01-10 20:00:00,1.55,8.395,3.53,1.4065,0.105,10.595,11.47
2021-01-11 00:00:00,1.55,8.385,3.53,1.4065,0.105,10.595,11.195
2021-01-11 04:00:00,1.45,8.37,3.64,1.328,0.105,10.6,11
2021-01-11 08:00:00,1.5,8.35,3.57,1.343,0.1055,10.81,10.895
2021-01-11 12:00:00,1.6,8.37,3.575,1.4595,0.1005,10.51,11.605
2021-01-11 16:00:00,1.6,8.395,3.375,1.3535,0.0925,10.275,11.595
2021-01-11 20:00:00,1.55,8.375,3.465,1.3745,0.0915,10.66,10.915
2021-01-12 00:00:00,1.45,8.365,3.465,1.3745,0.0915,10.66,10.58
2021-01-12 04:00:00,1.4,8.36,3.46,1.4285,0.095,11.155,10.435
2021-01-12 08:00:00,1.4,8.34,3.41,1.3925,0.0935,11.425,10.375
2021-01-12 12:00:00,1.75,8.375,4.11,1.3255,0.0925,10.61,11.265
2021-01-12 16:00:00,0.6,8.52,1.76,0.368,0.036,10.25,11.43
2021-01-12 20:00:00,0.4,8.49,1.59,0.301,0.035,10.07,10.48
2021-01-13 00:00:00,0.4,8.5,1.59,0.301,0.035,10.07,10.23
2021-01-13 04:00:00,0.4,8.48,1.46,0.212,0.032,9.87,10.14
2021-01-13 08:00:00,0.4,8.44,1.73,0.242,0.035,9.91,10.12
2021-01-13 12:00:00,0.5,8.49,1.68,0.372,0.042,9.6,11.36
2021-01-13 16:00:00,0.6,8.55,1.57,0.275,0.035,9.64,11.65
2021-01-13 20:00:00,0.5,8.52,1.67,0.229,0.034,9.53,10.47
2021-01-14 00:00:00,0.4,8.54,1.49,0.218,0.036,9.1,10.25
2021-01-14 04:00:00,0.4,8.5,1.5,0.199,0.034,9.21,10.18
2021-01-14 08:00:00,0.4,8.46,2,0.304,0.036,9.17,10.15
2021-01-14 12:00:00,0.7,8.52,1.85,0.38,0.038,8.98,11.42
2021-01-14 16:00:00,0.6,8.57,1.77,0.254,0.035,8.69,11.54
2021-01-14 20:00:00,0.5,8.54,1.45,0.215,0.034,8.8,10.49
2021-01-15 00:00:00,0.5,8.55,1.45,0.215,0.034,8.8,10.35
2021-01-15 04:00:00,0.5,8.51,1.51,0.179,0.033,8.29,10.26
2021-01-15 08:00:00,0.5,8.47,1.91,0.323,0.039,8.98,10.23
2021-01-15 12:00:00,0.7,8.53,1.99,0.461,0.044,8.95,11.54
2021-01-15 16:00:00,0.6,8.6,1.92,0.363,0.035,9.27,11.79
2021-01-15 20:00:00,0.5,8.58,1.84,0.324,0.034,9.05,10.61
2021-01-16 00:00:00,0.5,8.57,1.84,0.324,0.034,9.05,10.37
2021-01-16 04:00:00,0.5,8.53,1.72,0.257,0.034,8.76,10.34
2021-01-16 08:00:00,0.5,8.49,1.99,0.394,0.042,8.95,10.37
2021-01-16 12:00:00,0.7,8.56,1.72,0.338,0.039,8.76,11.85
2021-01-16 16:00:00,0.6,8.63,1.68,0.259,0.036,8.61,11.96
2021-01-16 20:00:00,0.5,8.6,1.7,0.185,0.036,8.41,10.69
2021-01-17 00:00:00,0.4,8.58,1.7,0.185,0.036,8.41,10.62
2021-01-17 04:00:00,0.4,8.53,1.71,0.168,0.033,8.71,10.48
2021-01-17 08:00:00,0.4,8.5,1.84,0.226,0.038,8.96,10.44
2021-01-17 12:00:00,0.7,8.56,1.89,0.318,0.044,8.97,11.93
2021-01-17 16:00:00,0.6,8.59,1.95,0.214,0.035,9.05,12
2021-01-17 20:00:00,0.4,8.57,1.62,0.171,0.033,8.46,10.63
2021-01-18 00:00:00,0.4,8.55,1.62,0.171,0.033,8.46,10.4
2021-01-18 04:00:00,0.4,8.53,1.92,0.126,0.034,8.75,10.32
2021-01-18 08:00:00,0.4,8.48,2.34,0.177,0.069,8.94,10.32
2021-01-18 12:00:00,0.6,8.53,2.47,0.353,0.104,8.96,11.69
2021-01-18 16:00:00,0.7,8.61,2.25,0.235,0.075,8.49,11.79
2021-01-18 20:00:00,0.5,8.57,2.32,0.221,0.055,8.47,10.44
2021-01-19 00:00:00,0.5,8.55,2.32,0.221,0.055,8.47,10.36
2021-01-19 04:00:00,0.4,8.53,2.21,0.196,0.045,8.85,10.22
2021-01-19 08:00:00,0.4,8.49,2.36,0.265,0.045,9.52,10.15
2021-01-19 12:00:00,0.7,8.56,2.49,0.339,0.045,8.65,11.78
2021-01-19 16:00:00,0.7,8.62,2.01,0.24,0.043,8.59,11.78
2021-01-19 20:00:00,0.5,8.58,1.65,0.215,0.04,8.49,10.44
2021-01-20 00:00:00,0.5,8.57,1.65,0.215,0.04,8.49,10.24
2021-01-20 04:00:00,0.4,8.54,2.22,0.187,0.042,8.43,10.18
2021-01-20 08:00:00,0.5,8.5,2.28,0.302,0.046,8.38,10.17
2021-01-20 12:00:00,0.6,8.57,2.17,0.28,0.045,8.23,11.98
2021-01-20 16:00:00,0.6,8.63,1.96,0.184,0.039,8.5,11.71
2021-01-20 20:00:00,0.5,8.59,1.91,0.183,0.04,8.38,10.47
2021-01-21 00:00:00,0.5,8.59,1.91,0.183,0.04,8.38,10.31
2021-01-21 04:00:00,0.4,8.55,1.97,0.139,0.037,8.29,10.25
2021-01-21 08:00:00,0.4,8.47,3.03,0.24,0.13,9.35,10.27
2021-01-21 12:00:00,0.6,8.57,2.18,0.201,0.09,8.29,11.73
2021-01-21 16:00:00,0.7,8.66,2.03,0.139,0.057,8.1,11.92
2021-01-21 20:00:00,0.5,8.6,1.72,0.113,0.047,7.97,10.5
2021-01-22 00:00:00,0.5,8.59,1.76,0.105,0.039,8.07,10.35
2021-01-22 04:00:00,0.5,8.55,1.68,0.107,0.038,8.14,10.3
2021-01-22 08:00:00,0.4,8.51,1.96,0.168,0.037,8.35,10.33
2021-01-22 12:00:00,0.6,8.59,1.81,0.162,0.038,8.47,11.91
2021-01-22 16:00:00,0.6,8.65,1.71,0.14,0.037,8.12,11.69
2021-01-22 20:00:00,0.5,8.6,1.78,0.178,0.037,8.09,10.44
2021-01-23 00:00:00,0.5,8.58,1.96,0.186,0.039,8.23,10.23
2021-01-23 04:00:00,0.4,8.55,1.84,0.156,0.038,8.02,10.18
2021-01-23 08:00:00,0.5,8.5,1.51,0.21,0.037,8.56,10.22
2021-01-23 12:00:00,0.6,8.55,2,0.357,0.041,8.46,11.9
2021-01-23 16:00:00,0.7,8.64,2.01,1.112,0.04,9.35,11.69
2021-01-23 20:00:00,2.35,8.42,5.105,2.614,0.1625,10.845,10.665
2021-01-24 00:00:00,2.45,8.43,4.62,3.2435,0.1525,11.22,10.53
2021-01-24 04:00:00,2.75,8.435,4.35,3.451,0.1435,10.38,10.46
2021-01-24 08:00:00,2.75,8.415,4.55,3.388,0.155,11.135,10.305
2021-01-24 12:00:00,2.75,8.435,4.035,2.6175,0.14,10.245,10.675
2021-01-24 16:00:00,2.75,8.445,5.345,2.7475,0.171,10.825,10.71
2021-01-24 20:00:00,2.75,8.44,5.095,2.4685,0.159,10.145,10.41
2021-01-25 00:00:00,2.85,8.45,4.23,1.8565,0.146,8.745,10.52
2021-01-25 04:00:00,2.8,8.425,3.95,1.4395,0.132,8.155,10.56
2021-01-25 08:00:00,2.75,8.415,3.855,1.2235,0.1205,8.44,10.55
2021-01-25 12:00:00,2.9,8.455,3.775,1.193,0.1245,7.75,11.005
2021-01-25 16:00:00,3.25,8.5,3.715,1.186,0.1235,7.79,11.26
2021-01-25 20:00:00,0.5,8.61,1.69,0.364,0.047,7.6,10.43
2021-01-26 08:00:00,0.5,8.52,1.95,0.593,0.053,7.86,10.3
2021-01-26 12:00:00,0.6,8.6,2.68,2.047,0.075,9.33,11.58
2021-01-26 16:00:00,0.6,8.65,2.76,4.252,0.077,11.88,11.32
2021-01-26 20:00:00,0.5,8.6,2.19,5.091,0.058,12.75,10.33
2021-01-27 00:00:00,0.5,8.58,2.19,5.091,0.058,12.75,10.31
2021-01-27 04:00:00,0.5,8.57,1.85,3.273,0.047,10.41,10.23
2021-01-27 08:00:00,0.5,8.52,2.19,2.805,0.056,10.36,10.2
2021-01-27 12:00:00,0.7,8.59,1.97,1.949,0.059,9.3,11.46
2021-01-27 16:00:00,2.9,8.505,3.705,1.5335,0.1135,7.805,11.585
2021-01-27 20:00:00,2.7,8.48,3.86,1.693,0.1145,7.965,10.85
2021-01-28 00:00:00,2.7,8.475,4.03,1.8,0.114,7.875,10.74
2021-01-28 04:00:00,2.75,8.485,4.125,1.7905,0.107,8.05,10.85
2021-01-28 08:00:00,2.6,8.445,4.725,2.0785,0.1605,9.16,10.54
2021-01-28 12:00:00,2.8,8.48,4.45,1.981,0.1465,8.295,11.245
2021-01-28 16:00:00,3.15,8.51,3.96,1.64,0.12,7.87,11.35
2021-01-28 20:00:00,2.75,8.48,3.935,1.583,0.1175,7.705,10.6
2021-01-29 00:00:00,2.75,8.475,3.935,1.583,0.1175,7.705,10.585
2021-01-29 04:00:00,2.7,8.49,3.83,1.546,0.108,7.345,10.55
2021-01-29 08:00:00,2.4,8.47,3.945,1.701,0.111,8.07,10.62
2021-01-29 12:00:00,2.7,8.485,3.975,1.675,0.1165,7.83,11.47
2021-01-29 16:00:00,3.05,8.515,3.59,1.5155,0.109,7.82,11.555
2021-01-29 20:00:00,2.75,8.495,3.595,1.949,0.108,8.47,10.78
2021-01-30 00:00:00,2.75,8.485,3.37,2.365,0.104,9.025,10.7
2021-01-30 04:00:00,2.85,8.49,3.165,2.1415,0.0995,8.67,10.65
2021-01-30 08:00:00,2.75,8.475,3.26,1.7235,0.097,8.47,10.64
2021-01-30 12:00:00,3.1,8.495,3.43,1.533,0.111,8.1,11.29
2021-01-30 16:00:00,3.35,8.525,3.435,1.327,0.102,7.94,11.325
2021-01-30 20:00:00,3.05,8.49,3.485,1.4405,0.1145,7.95,10.475
2021-01-31 00:00:00,3.15,8.48,3.45,1.318,0.113,7.77,10.41
2021-01-31 04:00:00,3.1,8.475,3.465,0.9875,0.1055,7.06,10.425
2021-01-31 08:00:00,2.85,8.445,3.635,1.0145,0.1005,7.61,10.375
2021-01-31 12:00:00,3.25,8.475,3.815,1.232,0.125,7.49,11.155
2021-01-31 16:00:00,3.8,8.525,3.71,1.2765,0.13,7.51,11.315
2021-01-31 20:00:00,3.4,8.505,3.52,1.249,0.118,7.535,10.54
2021-02-01 00:00:00,3.2,8.495,3.55,1.1515,0.1145,7.35,10.3
2021-02-01 04:00:00,3.3,8.485,3.365,0.851,0.092,6.725,10.215
2021-02-01 08:00:00,3.05,8.435,3.825,0.9945,0.1215,7.605,10.105
2021-02-01 12:00:00,3.55,8.47,3.73,1.055,0.1205,7.27,10.855
2021-02-01 16:00:00,3.95,8.52,3.18,1.1685,0.1045,7.265,11.195
2021-02-01 20:00:00,3.55,8.49,3.42,2.056,0.1075,8.27,10.49
2021-02-02 00:00:00,3.4,8.475,3.415,3.302,0.1065,9.685,10.345
2021-02-02 04:00:00,3.2,8.47,3.23,2.7225,0.1,8.825,10.31
2021-02-02 08:00:00,3.1,8.465,3.135,2.2175,0.0955,8.625,10.365
2021-02-02 12:00:00,3.6,8.505,3.24,1.7265,0.1,7.825,11.295
2021-02-02 16:00:00,3.85,8.5,3.195,1.453,0.1005,7.53,11.41
2021-02-02 20:00:00,3.35,8.5,3.41,1.4545,0.101,7.65,10.62
2021-02-03 00:00:00,3.4,8.495,3.395,1.478,0.1005,7.86,10.48
2021-02-03 04:00:00,3.35,8.505,3.335,1.2,0.0935,7.425,10.465
2021-02-03 08:00:00,3.18,8.49105,3.195,0.9925,0.088,7.293,10.49355
2021-02-03 12:00:00,3.475,8.5093,3.25,1.1015,0.101,7.1635,11.3586
2021-02-03 16:00:00,3.95,8.53395,3.23,0.9425,0.0925,6.879,11.39475
2021-02-03 20:00:00,3.335,8.49065,3.4,1.0115,0.09,6.9905,10.47075
2021-02-04 00:00:00,3.21,8.4719,3.785,1.738,0.0985,7.964,10.2333
2021-02-04 04:00:00,3.4,8.48975,3.645,1.9785,0.0975,8.134,10.35615
2021-02-04 08:00:00,3.25,8.47945,3.51,1.7485,0.093,7.972,10.3903
2021-02-04 12:00:00,3.55,8.4642,3.585,1.6795,0.099,7.523,11.2683
2021-02-04 16:00:00,3.745,8.5207,3.42,1.501,0.093,7.5995,11.23205
2021-02-04 20:00:00,3.465,8.49715,3.625,1.902,0.0945,8.0835,10.6473
2021-02-05 00:00:00,3.615,8.49645,3.525,2.998,0.1015,9.323,10.53865
2021-02-05 04:00:00,3.67,8.5074,3.215,2.257,0.095,8.1265,10.54045
2021-02-05 08:00:00,3.52,8.47155,4.762275,0.7023275,0.11895,6.562635,10.5009
2021-02-05 12:00:00,3.98,8.50775,3.6,1.646,0.126,7.835,11.16615
2021-02-05 16:00:00,4.415,8.5566,3.565,1.31,0.092,7.3655,11.3962
2021-02-05 20:00:00,3.915,8.5066,3.605,1.304,0.096,7.1455,10.45465
2021-02-06 00:00:00,3.865,8.4958,3.605,1.304,0.096,7.1455,10.77055
2021-02-06 04:00:00,3.88,8.51425,3.445,0.931,0.094,6.4535,10.7415
2021-02-06 08:00:00,3.755,8.47965,3.665,0.9255,0.117,7.396,10.6836
2021-02-06 12:00:00,4.225,8.5179,3.605,0.9025,0.124,6.9285,11.53825
2021-02-06 16:00:00,4.415,8.57965,3.295,0.804,0.1545,6.2,12.00845
2021-02-06 20:00:00,3.965,8.53965,3.455,0.8595,0.1005,6.672,11.1082
2021-02-07 00:00:00,3.915,8.52995,3.505,0.997,0.1015,6.652,10.94715
2021-02-07 04:00:00,4.035,8.5405,3.29,0.7625,0.0935,6.2695,10.95535
2021-02-07 08:00:00,3.85,8.5038,3.39,0.7235,0.0935,6.565,10.77065
2021-02-07 12:00:00,4.19,8.52665,3.52,0.6965,0.1045,6.3455,11.5154
2021-02-07 16:00:00,4.595,8.57825,3.44,0.7035,0.096,6.3615,12.0168
2021-02-07 20:00:00,4.01,8.51335,3.495,0.7675,0.0965,6.3405,10.81415
2021-02-08 00:00:00,4.02,8.5172,3.405,0.825,0.0985,6.4055,10.73575
2021-02-08 04:00:00,4.26,8.53365,3.245,0.6535,0.0895,6.1205,10.8701
2021-02-08 08:00:00,3.89,8.4985,3.23,0.6865,0.084,6.5835,10.7571
2021-02-08 12:00:00,4.34,8.45575,3.555,1.2,0.097,6.9175,11.6717
2021-02-08 16:00:00,4.82,8.5791,3.535,1.656,0.09,7.442,12.37895
2021-02-08 20:00:00,4.305,8.5113,3.415,1.7485,0.0895,7.4405,11.08665
2021-02-09 00:00:00,4.23,8.52465,3.415,1.7485,0.0895,7.4405,10.94505
2021-02-09 04:00:00,4.16,8.5384,3.335,1.3105,0.09,6.884,10.98635
2021-02-09 08:00:00,4.105,8.4836,3.41,1.1145,0.084,6.878,10.68465
2021-02-09 12:00:00,4.41,8.52445,3.52,1.0475,0.096,6.733,11.50895
2021-02-09 16:00:00,4.885,8.53935,3.48,0.9175,0.092,6.6475,11.644
2021-02-09 20:00:00,4.355,8.5069,3.775,0.9765,0.1125,7.404,10.6664
2021-02-10 00:00:00,4.185,8.4789,3.775,0.9765,0.1125,7.404,10.56905
2021-02-10 04:00:00,4.02,8.477,3.465,0.837,0.101,6.384,10.50235
2021-02-10 08:00:00,3.825,8.45235,3.43,0.771,0.091,6.354,10.53825
2021-02-10 12:00:00,4.505,8.4854,3.67,0.8945,0.1035,6.347,11.4496
2021-02-10 16:00:00,5.21,8.5558,3.685,0.8625,0.102,6.225,11.75095
2021-02-10 20:00:00,4.65,8.5542,3.525,0.931,0.0975,6.274,10.86795
2021-02-11 00:00:00,4.53,8.55245,3.525,0.931,0.0975,6.274,10.79775
2021-02-11 04:00:00,4.42,8.5343,3.45,0.869,0.104,6.267,10.703
2021-02-11 08:00:00,4.165,8.4842,3.54,0.8025,0.103,6.606,10.5791
2021-02-11 12:00:00,4.8,8.5315,3.75,0.88,0.114,6.61,11.5054
2021-02-11 16:00:00,5.28,8.6026,3.9,0.7135,0.0975,6.2215,11.84605
2021-02-11 20:00:00,4.89,8.5581,6.91,0.7315,0.089,5.251,10.88525
2021-02-12 00:00:00,4.65,8.5676,6.91,0.7315,0.089,5.251,10.80855
2021-02-12 04:00:00,4.545,8.5461,4.56,0.706,0.09,6.074,10.6347
2021-02-12 08:00:00,4.285,8.48515,3.96,0.7355,0.092,6.225,10.55575
2021-02-12 12:00:00,4.98,8.5435,3.765,0.738,0.0955,6.1575,11.56505
2021-02-12 16:00:00,6.03,8.58045,3.75,0.7275,0.094,5.9305,11.64825
2021-02-12 20:00:00,5.265,8.56495,3.45,0.6925,0.086,5.973,10.84915
2021-02-13 00:00:00,5.215,8.5687,3.45,0.6925,0.086,5.973,10.7221
2021-02-13 04:00:00,5.175,8.5476,3.36,0.571,0.0825,5.755,10.70905
2021-02-13 08:00:00,4.855,8.48105,3.93,0.6035,0.127,6.268,10.53445
2021-02-13 12:00:00,5.07,8.51955,3.71,0.5705,0.126,6.0305,11.03745
2021-02-13 16:00:00,5.315,8.5604,3.485,0.5575,0.096,5.8175,11.2129
2021-02-13 20:00:00,5.295,8.5308,3.44,0.588,0.091,5.757,10.6126
2021-02-14 00:00:00,5.035,8.53245,3.44,0.588,0.091,5.757,10.58375
2021-02-14 04:00:00,4.665,8.5309,3.325,0.555,0.0765,5.6845,10.60115
2021-02-14 08:00:00,4.61,8.4856,3.55,0.764,0.081,6.1995,10.4861
2021-02-14 12:00:00,5.21,8.5378,3.55,1.017,0.0855,6.225,11.4086
2021-02-14 16:00:00,6.42,8.58495,3.69,0.998,0.0855,6.143,11.64265
2021-02-14 20:00:00,5.765,8.56125,3.57,0.8915,0.086,5.954,10.71495
2021-02-15 00:00:00,5.805,8.56195,3.57,0.8915,0.086,5.954,10.6221
2021-02-15 04:00:00,5.39,8.562,3.49,0.679,0.0855,5.7375,10.6983
2021-02-15 08:00:00,4.665,8.52345,3.505,0.8775,0.0875,6.041,10.63545
2021-02-15 12:00:00,5.56,8.59085,3.55,0.793,0.0875,5.8435,11.8571
2021-02-15 16:00:00,6.39,8.6445,3.61,0.8895,0.091,5.94,12.1338
2021-02-15 20:00:00,5.705,8.61175,3.535,0.8845,0.092,5.7965,10.97695
2021-02-16 00:00:00,5.395,8.60595,3.535,0.8845,0.092,5.7965,10.7317
2021-02-16 04:00:00,4.895,8.61425,3.755,1.191,0.087,6.2435,10.7787
2021-02-16 08:00:00,4.37,8.57505,4,1.362,0.0905,6.688,10.694
2021-02-16 12:00:00,5.295,8.6224,4.095,1.4675,0.0945,6.4195,11.9263
2021-02-16 16:00:00,6.455,8.6611,3.825,1.293,0.0875,6.287,12.14275
2021-02-16 20:00:00,5.535,8.6292,3.56,0.971,0.0835,6.043,11.11305
2021-02-17 00:00:00,5.32,8.62485,3.56,0.971,0.0835,6.043,10.9386
2021-02-17 04:00:00,5.11,8.6387,3.415,0.78,0.076,5.7455,10.9032
2021-02-17 08:00:00,4.505,8.6004,3.65,1.199,0.0815,6.4865,10.80795
2021-02-17 12:00:00,5.585,8.63385,3.92,1.9905,0.0895,7.1795,12.05895
2021-02-17 16:00:00,6.64,8.68025,3.865,2.3015,0.083,7.541,12.5343
2021-02-17 20:00:00,5.88,8.6485,3.585,1.842,0.0795,6.976,11.4149
2021-02-18 00:00:00,5.68,8.6253,3.585,1.842,0.0795,6.976,10.95355
2021-02-18 04:00:00,5.455,8.6357,3.395,1.113,0.075,6.2925,10.96835
2021-02-18 08:00:00,4.865,8.61145,3.47,0.863,0.0905,6.254,10.93855
2021-02-18 12:00:00,5.83,8.6444,3.69,0.758,0.103,6.262,12.06865
2021-02-18 16:00:00,6.69,8.70055,3.69,0.6265,0.0855,5.709,12.4908
2021-02-18 20:00:00,6,8.6663,3.66,0.5925,0.0795,5.7175,11.4759
2021-02-19 00:00:00,5.855,8.65,3.66,0.5925,0.0795,5.7175,10.9741
2021-02-19 04:00:00,5.49,8.66405,3.35,0.504,0.073,5.579,11.0463
2021-02-19 08:00:00,4.81,8.63495,3.345,0.4825,0.0735,5.7695,10.95755
2021-02-19 12:00:00,6.195,8.678,3.515,0.475,0.081,5.59,12.24645
2021-02-19 16:00:00,7.575,8.73055,3.61,0.3975,0.074,5.4765,12.739
2021-02-19 20:00:00,6.705,8.67835,3.575,0.3845,0.0715,5.4515,11.3793
2021-02-20 00:00:00,6.395,8.65885,3.575,0.3845,0.0715,5.4515,10.78725
2021-02-20 04:00:00,5.94,8.66585,3.56,0.325,0.07,5.71,10.79555
2021-02-20 08:00:00,5.26,8.66755,3.505,0.3305,0.0685,5.904,11.02695
2021-02-20 12:00:00,6.865,8.7504,3.71,0.33,0.0715,5.5545,13.0001
2021-02-20 16:00:00,8.315,8.7698,3.915,0.3435,0.07,5.638,13.4026
2021-02-20 20:00:00,7.39,8.6947,4.025,0.3355,0.074,5.6855,11.6483
2021-02-21 00:00:00,6.765,8.65045,4.025,0.3355,0.074,5.6855,10.63915
2021-02-21 04:00:00,6.55,8.6685,3.66,0.287,0.0675,5.567,10.53825
2021-02-21 08:00:00,6.265,8.6779,3.535,0.422,0.064,5.946,10.9151
2021-02-21 12:00:00,7.725,8.7789,3.865,0.7915,0.065,6.0635,13.37695
2021-02-21 16:00:00,9.015,8.7776,3.92,0.9555,0.0665,6.293,13.48195
2021-02-21 20:00:00,8.08,8.68725,3.7,0.8485,0.064,6.1535,11.4037
2021-02-22 00:00:00,7.4,8.6547,3.7,0.8485,0.064,6.1535,10.7694
2021-02-22 04:00:00,6.99,8.63795,3.665,0.514,0.0595,5.749,10.4629
2021-02-22 08:00:00,6.885,8.6564,3.44,0.383,0.0595,5.967,10.7303
2021-02-22 12:00:00,8.475,8.8237,3.865,0.2485,0.0565,5.5535,13.9255
2021-02-22 16:00:00,9.77,8.8935,4.205,0.2015,0.058,5.4075,15.4321
2021-02-22 20:00:00,8.975,8.76185,4,0.2045,0.06,5.5165,12.36065
2021-02-23 00:00:00,8.48,8.6608,4,0.2045,0.06,5.5165,10.9427
2021-02-23 04:00:00,7.91,8.5813,3.51,0.277,0.0595,5.618,10.33465
2021-02-23 08:00:00,7.335,8.5283,3.425,0.2855,0.057,5.7275,10.306
2021-02-23 12:00:00,8.86,8.70045,3.64,0.2335,0.0525,5.791,13.05775
2021-02-23 16:00:00,10.54,8.77855,3.695,0.2095,0.0545,5.2215,12.65
2021-02-23 20:00:00,9.57,8.7093,4.005,0.145,0.0545,5.1775,12.2349
2021-02-24 00:00:00,8.885,8.62945,3.845,0.1145,0.054,5.191,11.99465
2021-02-24 04:00:00,8.3,8.58305,3.87,0.118,0.054,5.163,11.1429
2021-02-24 08:00:00,8.175,8.5312,3.775,0.1175,0.0565,5.3385,10.7999
2021-02-24 12:00:00,8.14,8.70525,4.01,0.1195,0.0555,5.103,12.51685
2021-02-24 16:00:00,6.865,8.7401,4.015,0.123,0.055,4.9565,11.83645
2021-02-24 20:00:00,6.855,8.6947,3.985,0.1405,0.0575,4.999,11.0606
2021-02-25 00:00:00,6.88,8.6218,4.025,0.2425,0.06,5.049,10.7641
2021-02-25 04:00:00,6.81,8.572,4.3,0.458,0.077,5.245,10.41255
2021-02-25 08:00:00,6.575,8.52015,4.125,0.469,0.069,5.612,10.14445
2021-02-25 12:00:00,6.925,8.6292,3.94,0.276,0.0585,5.1545,11.7042
2021-02-25 16:00:00,7.53,8.73055,3.895,0.1675,0.0535,5.0855,12.61525
2021-02-25 20:00:00,7.15,8.6972,3.87,0.142,0.054,4.9185,11.58945
2021-02-26 00:00:00,6.745,8.66245,3.87,0.142,0.054,4.9185,11.1032
2021-02-26 04:00:00,6.37,8.63275,4.135,0.16,0.058,4.9665,10.9297
2021-02-26 08:00:00,6.3,8.5524,4.295,0.21,0.0575,5.3595,10.76455
2021-02-26 12:00:00,7.23,8.82605,4.755,0.1325,0.057,5.036,13.6191
